day,t.index,30110114,30110115,30110119,30140101,30140102,30140103,30140104,30140113,30140114,30140115,30140116,30170101,30170102,30170103,30170104,30170105,30170106,30170108,30170110,30170111,30170112,30170113,30170115,30170116,30170128,30200111,30200114,30200117,30200120,30200122,30200123,30200127,30200141,30230101,30230102,30230107,30230108,30230109
170102,1,3,0,3,1,1,1,4,0,2,4,0,0,2,6,1,1,9,6,0,6,22,9,0,2,3,1,1,3,2,4,2,2,0,1,0,0,0,2
170102,2,2,4,0,2,3,1,1,2,2,0,0,0,0,4,0,2,9,4,1,4,17,4,0,0,2,7,0,0,0,3,0,1,2,3,0,1,1,0
170102,3,0,1,1,0,1,0,2,2,1,1,0,1,0,5,2,1,3,6,1,5,17,3,1,2,1,3,0,1,1,2,1,0,6,0,1,1,1,3
170102,4,2,3,1,0,2,0,1,3,1,0,2,1,2,2,0,1,6,3,1,8,19,4,2,3,5,4,0,2,0,1,1,0,0,0,0,2,0,2
170102,5,1,1,0,0,1,0,6,0,2,0,0,0,2,4,0,1,4,2,2,2,12,7,1,1,3,5,1,1,0,1,1,0,1,1,0,3,2,1
170102,6,1,0,0,0,3,2,2,0,0,1,0,2,2,2,0,0,2,5,1,7,9,4,2,2,1,1,0,2,1,1,2,1,0,1,0,0,0,1
170102,7,2,1,0,4,0,1,1,0,2,1,2,0,0,1,1,2,2,5,0,5,19,8,1,1,2,2,1,2,2,2,0,0,1,1,1,0,2,0
170102,8,1,1,0,0,2,0,1,0,4,0,0,0,0,2,0,3,5,1,2,6,9,6,0,1,1,3,0,1,0,2,2,0,1,2,0,0,1,1
170102,9,1,2,0,0,0,1,0,1,1,1,0,1,1,2,1,1,4,7,0,6,10,4,0,0,1,4,0,0,1,4,1,0,1,0,2,0,1,1
170102,10,0,2,0,0,4,1,0,0,1,0,2,0,3,2,0,0,10,5,1,1,14,3,1,0,2,2,0,1,0,3,0,0,3,2,0,1,0,0
170102,11,0,0,1,1,0,0,2,0,0,0,1,0,2,3,1,0,4,0,0,0,8,2,0,1,3,4,2,0,1,1,0,0,1,3,1,2,0,0
170102,12,1,0,0,1,0,0,1,0,4,2,0,0,1,1,0,0,5,4,0,1,7,1,0,0,5,3,1,1,1,2,0,0,0,2,0,2,1,0
170102,13,1,1,0,0,3,0,0,0,0,0,1,1,2,2,1,2,2,1,0,6,11,0,0,0,1,1,1,0,0,3,0,0,0,2,0,2,1,0
170102,14,1,3,0,0,1,0,3,2,2,0,0,0,1,3,0,1,1,3,0,1,7,5,1,3,2,0,1,0,0,0,1,0,0,1,0,1,1,1
170102,15,1,0,1,0,0,0,1,1,1,0,0,0,0,5,0,0,1,2,0,4,3,3,2,0,5,2,0,3,1,0,1,0,0,2,0,1,3,1
170102,16,0,4,1,0,0,0,1,0,1,1,0,0,1,1,0,0,2,0,0,6,5,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
170102,17,1,1,0,0,1,1,1,0,3,1,1,0,1,6,0,1,2,4,0,1,5,2,0,0,0,1,1,3,1,4,0,1,0,0,0,4,1,0
170102,18,0,1,0,0,0,0,1,1,1,1,0,3,0,5,0,0,3,2,0,4,5,0,0,1,0,3,0,0,0,2,1,0,0,0,1,2,0,0
170102,19,1,0,1,0,2,0,2,0,1,0,0,0,0,3,0,2,4,5,2,2,5,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0
170102,20,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,1,1,8,1,0,0,2,1,0,1,0,2,1,0,0,0,0,0,1,2
170102,21,1,1,2,1,0,0,0,0,1,0,1,0,0,3,0,0,0,1,1,2,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
170102,22,1,0,7,0,0,0,0,2,1,1,0,0,0,0,0,0,1,2,0,1,4,2,1,0,4,1,2,0,1,0,1,0,0,3,1,0,0,0
170102,23,0,2,7,0,0,0,0,2,0,0,0,0,0,3,0,0,1,3,0,0,9,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0
170102,24,1,4,3,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,1,2,10,1,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,1
170102,25,2,0,6,0,3,1,0,0,3,0,0,0,1,0,1,0,2,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
170102,26,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,4,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,2,1
170102,27,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1
170102,28,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,8,0,0,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0
170102,29,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0
170102,30,1,2,6,0,1,0,1,1,0,2,0,0,0,1,0,0,2,0,2,1,3,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0
170102,31,1,0,2,0,0,0,4,1,1,0,0,1,1,0,0,0,3,1,0,2,10,2,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0
170102,32,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,1,0,0,1,0,0,0,1,0,1,1,0,1,2,0,0,1
170102,33,0,3,3,0,0,0,0,0,1,0,3,0,1,1,0,0,6,0,0,2,5,2,0,0,0,4,0,0,0,1,0,1,0,6,0,0,0,1
170102,34,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,1,12,1,1,0,2,3,0,0,0,1,1,1,0,0,0,0,3,1
