"day","t.index","30110101","30110102","30110103","30110104","30110105","30110106","30110107","30110108","30110109","30110110","30110111","30110112","30110113","30110114","30110115","30110116","30110117","30110118","30110119","30110120","30110121","30110122","30110123","30110124","30110125","30110126","30110127","30110128","30110129","30110130","30110131","30110132","30110133","30110134","30110135","30110136","30110137","30110138","30110139","30110140","30110141","30110142","30110143","30110144","30110145","30140101","30140102","30140103","30140104","30140105","30140106","30140107","30140108","30140109","30140110","30140111","30140112","30140113","30140114","30140115","30140116","30140117","30140118","30140119","30140120","30140121","30140122","30140123","30140124","30140125","30140126","30170101","30170102","30170103","30170104","30170105","30170106","30170108","30170109","30170110","30170111","30170112","30170113","30170114","30170115","30170116","30170117","30170118","30170119","30170120","30170121","30170122","30170123","30170124","30170125","30170126","30170127","30170128","30200101","30200102","30200103","30200104","30200105","30200106","30200107","30200108","30200109","30200110","30200111","30200112","30200113","30200114","30200115","30200116","30200117","30200118","30200119","30200120","30200121","30200122","30200123","30200124","30200125","30200126","30200127","30200128","30200129","30200130","30200131","30200132","30200133","30200134","30200135","30200136","30200137","30200138","30200139","30200140","30200141","30200142","30200143","30200144","30200145","30200146","30200147","30200148","30200149","30200150","30200151","30200152","30200153","30230101","30230102","30230103","30230104","30230105","30230106","30230107","30230108","30230109","30230110","30230111","30230112","30230113","30230114","30230115","30230116","30230117","30230118","30230119","30230120","30230121","30230122","30230123","30230124","30230125","30230126"
"170102","1","","","","","","","","","","","","","","3","0","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","4","","","","","","","","","0","2","4","0","","","","","","","","","","","0","2","6","1","1","9","6","","0","6","22","9","","0","2","","","","","","","","","","","","3","","","","","","","","","","","1","","","1","","","3","","","2","","4","2","","","","2","","","","","","","","","","","","","","0","","","","","","","","","","","","","1","0","","","","","0","0","2","","","","","","","","","","","","","","","","",""
"170102","2","","","","","","","","","","","","","","2","4","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","1","1","","","","","","","","","2","2","0","0","","","","","","","","","","","0","0","4","0","2","9","4","","1","4","17","4","","0","0","","","","","","","","","","","","2","","","","","","","","","","","7","","","0","","","0","","","0","","3","0","","","","1","","","","","","","","","","","","","","2","","","","","","","","","","","","","3","0","","","","","1","1","0","","","","","","","","","","","","","","","","",""
"170102","3","","","","","","","","","","","","","","0","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","2","","","","","","","","","2","1","1","0","","","","","","","","","","","1","0","5","2","1","3","6","","1","5","17","3","","1","2","","","","","","","","","","","","1","","","","","","","","","","","3","","","0","","","1","","","1","","2","1","","","","0","","","","","","","","","","","","","","6","","","","","","","","","","","","","0","1","","","","","1","1","3","","","","","","","","","","","","","","","","",""
"170102","4","","","","","","","","","","","","","","2","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","0","1","","","","","","","","","3","1","0","2","","","","","","","","","","","1","2","2","0","1","6","3","","1","8","19","4","","2","3","","","","","","","","","","","","5","","","","","","","","","","","4","","","0","","","2","","","0","","1","1","","","","0","","","","","","","","","","","","","","0","","","","","","","","","","","","","0","0","","","","","2","0","2","","","","","","","","","","","","","","","","",""
"170102","5","","","","","","","","","","","","","","1","1","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","6","","","","","","","","","0","2","0","0","","","","","","","","","","","0","2","4","0","1","4","2","","2","2","12","7","","1","1","","","","","","","","","","","","3","","","","","","","","","","","5","","","1","","","1","","","0","","1","1","","","","0","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","0","","","","","3","2","1","","","","","","","","","","","","","","","","",""
"170102","6","","","","","","","","","","","","","","1","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","2","2","","","","","","","","","0","0","1","0","","","","","","","","","","","2","2","2","0","0","2","5","","1","7","9","4","","2","2","","","","","","","","","","","","1","","","","","","","","","","","1","","","0","","","2","","","1","","1","2","","","","1","","","","","","","","","","","","","","0","","","","","","","","","","","","","1","0","","","","","0","0","1","","","","","","","","","","","","","","","","",""
"170102","7","","","","","","","","","","","","","","2","1","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","1","1","","","","","","","","","0","2","1","2","","","","","","","","","","","0","0","1","1","2","2","5","","0","5","19","8","","1","1","","","","","","","","","","","","2","","","","","","","","","","","2","","","1","","","2","","","2","","2","0","","","","0","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","","","0","2","0","","","","","","","","","","","","","","","","",""
"170102","8","","","","","","","","","","","","","","1","1","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","0","1","","","","","","","","","0","4","0","0","","","","","","","","","","","0","0","2","0","3","5","1","","2","6","9","6","","0","1","","","","","","","","","","","","1","","","","","","","","","","","3","","","0","","","1","","","0","","2","2","","","","0","","","","","","","","","","","","","","1","","","","","","","","","","","","","2","0","","","","","0","1","1","","","","","","","","","","","","","","","","",""
"170102","9","","","","","","","","","","","","","","1","2","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","","","","","","","","","1","1","1","0","","","","","","","","","","","1","1","2","1","1","4","7","","0","6","10","4","","0","0","","","","","","","","","","","","1","","","","","","","","","","","4","","","0","","","0","","","1","","4","1","","","","0","","","","","","","","","","","","","","1","","","","","","","","","","","","","0","2","","","","","0","1","1","","","","","","","","","","","","","","","","",""
"170102","10","","","","","","","","","","","","","","0","2","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","1","0","","","","","","","","","0","1","0","2","","","","","","","","","","","0","3","2","0","0","10","5","","1","1","14","3","","1","0","","","","","","","","","","","","2","","","","","","","","","","","2","","","0","","","1","","","0","","3","0","","","","0","","","","","","","","","","","","","","3","","","","","","","","","","","","","2","0","","","","","1","0","0","","","","","","","","","","","","","","","","",""
"170102","11","","","","","","","","","","","","","","0","0","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","2","","","","","","","","","0","0","0","1","","","","","","","","","","","0","2","3","1","0","4","0","","0","0","8","2","","0","1","","","","","","","","","","","","3","","","","","","","","","","","4","","","2","","","0","","","1","","1","0","","","","0","","","","","","","","","","","","","","1","","","","","","","","","","","","","3","1","","","","","2","0","0","","","","","","","","","","","","","","","","",""
"170102","12","","","","","","","","","","","","","","1","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","","","","","","","","","0","4","2","0","","","","","","","","","","","0","1","1","0","0","5","4","","0","1","7","1","","0","0","","","","","","","","","","","","5","","","","","","","","","","","3","","","1","","","1","","","1","","2","0","","","","0","","","","","","","","","","","","","","0","","","","","","","","","","","","","2","0","","","","","2","1","0","","","","","","","","","","","","","","","","",""
"170102","13","","","","","","","","","","","","","","1","1","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","0","0","","","","","","","","","0","0","0","1","","","","","","","","","","","1","2","2","1","2","2","1","","0","6","11","0","","0","0","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","0","","","0","","3","0","","","","0","","","","","","","","","","","","","","0","","","","","","","","","","","","","2","0","","","","","2","1","0","","","","","","","","","","","","","","","","",""
"170102","14","","","","","","","","","","","","","","1","3","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","3","","","","","","","","","2","2","0","0","","","","","","","","","","","0","1","3","0","1","1","3","","0","1","7","5","","1","3","","","","","","","","","","","","2","","","","","","","","","","","0","","","1","","","0","","","0","","0","1","","","","0","","","","","","","","","","","","","","0","","","","","","","","","","","","","1","0","","","","","1","1","1","","","","","","","","","","","","","","","","",""
"170102","15","","","","","","","","","","","","","","1","0","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","","","","","1","1","0","0","","","","","","","","","","","0","0","5","0","0","1","2","","0","4","3","3","","2","0","","","","","","","","","","","","5","","","","","","","","","","","2","","","0","","","3","","","1","","0","1","","","","0","","","","","","","","","","","","","","0","","","","","","","","","","","","","2","0","","","","","1","3","1","","","","","","","","","","","","","","","","",""
"170102","16","","","","","","","","","","","","","","0","4","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","","","","","0","1","1","0","","","","","","","","","","","0","1","1","0","0","2","0","","0","6","5","3","","0","0","","","","","","","","","","","","1","","","","","","","","","","","1","","","0","","","0","","","0","","0","0","","","","0","","","","","","","","","","","","","","0","","","","","","","","","","","","","1","0","","","","","1","0","1","","","","","","","","","","","","","","","","",""
